Time (s),Speed (km/h),Acceleration (m/s²),Power Demand (kW),Engine Power (kW),Battery Power (kW),Fuel Consumption (L/100km),SOC (%),Battery Degradation (%),Regenerative Braking Power (kW),Total Energy Used (kWh),Driving Cycle Type,Target Efficiency
189,27.27729163,0.865584816,71.16803055,40.06674776,31.10128279,5.553236618,95.65408534,0.434591466,0,71.16803055,Highway,Low Efficiency
190,43.30227572,-0.31770494,41.63805149,27.01009207,14.62795942,6.160012542,95.63945738,0.436054262,4.394657393,46.03270889,HWFET,Low Efficiency
191,62.84598191,-0.020646344,47.34171634,22.79665316,24.54506319,4.364933765,95.61491231,0.438508769,2.959437547,50.30115389,WLTC,High Efficiency
192,53.21140616,0.278011048,60.77293673,40.77841761,19.99451912,3.11149591,95.5949178,0.44050822,0,60.77293673,Highway,High Efficiency
193,31.31391832,-0.295642394,49.82137845,34.85544868,14.96592977,4.937588757,95.57995187,0.442004813,5.19586053,55.01723898,HWFET,Low Efficiency
194,52.59771389,-0.923286524,46.65396145,31.52825875,15.1257027,6.842172941,95.56482616,0.443517384,9.367015645,56.0209771,Highway,Low Efficiency
195,55.7797607,-0.214327263,55.65632902,35.25092348,20.40540554,6.688895496,95.54442076,0.445557924,7.351587979,63.007917,HWFET,Low Efficiency
196,36.74213846,0.514720278,52.7251799,33.93975934,18.78542056,4.357357348,95.52563534,0.447436466,0,52.7251799,Highway,High Efficiency
197,52.30587659,-0.168447563,60.30438786,34.50154374,25.80284411,3.075371845,95.49983249,0.450016751,1.62810388,61.93249174,Urban,High Efficiency
198,50.87313078,-0.423217151,62.91468889,28.75491689,34.159772,4.353230419,95.46567272,0.453432728,1.493533109,64.408222,Highway,High Efficiency
199,32.85544553,0.462836105,53.0700306,32.0071832,21.0628474,4.297283524,95.44460987,0.455539013,0,53.0700306,Highway,High Efficiency
200,55.36681041,-0.165387448,52.91732725,32.48202606,20.43530119,5.669670175,95.42417457,0.457582543,7.287087046,60.2044143,Urban,Low Efficiency
201,58.4117679,-0.255080407,52.14110982,36.27016637,15.87094345,4.842497746,95.40830363,0.459169637,7.510121728,59.65123155,Highway,Low Efficiency
202,66.24576865,0.074728045,54.89130557,30.87034301,24.02096255,3.870103682,95.38428267,0.461571733,0,54.89130557,HWFET,High Efficiency
203,65.80703078,0.385375105,50.55170638,24.33613258,26.2155738,6.656394601,95.35806709,0.464193291,0,50.55170638,HWFET,Low Efficiency
204,29.33495948,1.190856766,49.99391518,30.25140589,19.74250929,5.210638801,95.33832458,0.466167542,0,49.99391518,HWFET,Low Efficiency
205,35.9326244,0.413618054,61.96627121,42.99298878,18.97328243,5.653123479,95.3193513,0.46806487,0,61.96627121,HWFET,Low Efficiency
206,57.72552901,0.579919983,65.1611618,29.52870397,35.63245784,2.412521849,95.28371884,0.471628116,0,65.1611618,HWFET,High Efficiency
207,57.70678926,-0.252983099,34.92447055,17.38537963,17.53909092,1.363602694,95.26617975,0.473382025,3.200997668,38.12546822,Urban,High Efficiency
208,57.72571529,-0.512934053,50.10021152,28.18458973,21.91562179,2.843681328,95.24426413,0.475573587,3.236376683,53.3365882,Urban,High Efficiency
209,107.7909724,0.031165675,43.11305567,19.44676417,23.66629149,4.279184862,95.22059784,0.477940216,0,43.11305567,Highway,High Efficiency
210,58.56335766,0.053584958,46.89028534,19.06869377,27.82159156,5.864534026,95.19277625,0.480722375,0,46.89028534,HWFET,Low Efficiency
211,67.0334846,-0.539256371,54.0251621,27.07173518,26.95342691,1.486629694,95.16582282,0.483417718,7.913626785,61.93878888,Highway,High Efficiency
212,64.31002645,-0.087647265,56.69438372,37.39625277,19.29813095,7.389278097,95.14652469,0.485347531,9.685586915,66.37997063,HWFET,Low Efficiency
213,59.77086877,0.199658801,48.87873556,20.18889834,28.68983722,5.25584904,95.11783485,0.488216515,0,48.87873556,Highway,Low Efficiency
214,45.27096133,0.180196698,30.86659665,16.31851274,14.54808391,7.040442489,95.10328677,0.489671323,0,30.86659665,Urban,Low Efficiency
215,61.38453831,0.252143927,40.34954419,25.36615381,14.98339038,3.671044876,95.08830338,0.491169662,0,40.34954419,HWFET,High Efficiency
216,38.40762178,0.145482365,58.9649967,40.44732129,18.51767542,5.755789901,95.0697857,0.49302143,0,58.9649967,Urban,Low Efficiency
217,46.4477209,-0.25350433,22.59573578,15.71855683,6.877178948,5.127793895,95.06290852,0.493709148,0.716997494,23.31273327,Highway,Low Efficiency
218,42.71954678,-0.256950313,61.87427152,32.58242301,29.2918485,6.22652947,95.03361667,0.496638333,8.501391296,70.37566281,Urban,Low Efficiency
219,51.22811209,-0.599475699,55.21229991,37.82679077,17.38550914,4.649312949,95.01623117,0.498376883,8.2932239,63.50552381,Urban,Low Efficiency
220,84.7198785,0.89238752,63.16176082,25.93584174,37.22591907,5.709822814,94.97900525,0.502099475,0,63.16176082,Urban,Low Efficiency
221,21.99102211,0.006725182,48.01430813,29.95012896,18.06417917,6.653292978,94.96094107,0.503905893,0,48.01430813,WLTC,Low Efficiency
222,60.29390286,-0.112426528,29.38594576,17.42068834,11.96525742,4.023235559,94.94897581,0.505102419,7.134080637,36.5200264,Highway,High Efficiency
223,25.80926193,-0.464396041,54.30362642,25.78643309,28.51719333,5.363366349,94.92045862,0.507954138,6.767481251,61.07110767,Highway,Low Efficiency
224,42.92102201,1.467828951,62.74653124,34.64835534,28.0981759,2.168206644,94.89236044,0.510763956,0,62.74653124,HWFET,High Efficiency
225,66.33425895,-0.536664016,59.24721806,26.00159679,33.24562127,6.053754529,94.85911482,0.514088518,1.224353038,60.47157109,HWFET,Low Efficiency
226,50.96420029,-0.214423963,43.37308517,28.6903913,14.68269386,7.931993815,94.84443213,0.515556787,1.625905558,44.99899072,HWFET,Low Efficiency
227,33.83382833,0.207918418,50.86761075,25.80867045,25.0589403,3.133345928,94.81937319,0.518062681,0,50.86761075,Urban,High Efficiency
228,39.27044436,0.300106483,44.67163731,26.25858438,18.41305293,4.862928109,94.80096013,0.519903987,0,44.67163731,Highway,Low Efficiency
229,60.19396623,0.478966028,41.80733536,18.71433818,23.09299718,6.320721951,94.77786714,0.522213286,0,41.80733536,Urban,Low Efficiency
230,39.04450052,0.903804254,59.55388571,27.50492956,32.04895615,5.04712621,94.74581818,0.525418182,0,59.55388571,Highway,Low Efficiency
231,53.24687884,0.253078828,38.02467689,26.5255169,11.49915999,5.247649327,94.73431902,0.526568098,0,38.02467689,Urban,Low Efficiency
232,50.6835776,-0.5280154,41.06183569,25.70166722,15.36016848,4.413500838,94.71895885,0.528104115,7.488902273,48.55073797,HWFET,High Efficiency
233,40.22599479,-0.128472563,38.95974367,26.8273507,12.13239296,4.35777162,94.70682646,0.529317354,4.422992746,43.38273641,Urban,High Efficiency
234,82.15916134,0.153916186,35.09752477,17.15410299,17.94342178,4.86995877,94.68888304,0.531111696,0,35.09752477,WLTC,Low Efficiency
235,59.50878533,1.034113021,51.46414292,23.12638339,28.33775953,5.062507133,94.66054528,0.533945472,0,51.46414292,HWFET,Low Efficiency
236,19.6228612,-0.698902739,61.61503048,33.94498581,27.67004468,3.227838108,94.63287523,0.536712477,9.649448155,71.26447864,WLTC,High Efficiency
237,52.79681472,0.601288253,48.15123244,26.40615921,21.74507323,4.900967021,94.61113016,0.538886984,0,48.15123244,WLTC,Low Efficiency
238,40.07320303,0.089957185,34.94252199,15.81093052,19.13159148,7.352800908,94.59199857,0.540800143,0,34.94252199,HWFET,Low Efficiency
239,62.78650002,0.418915268,58.3994454,36.20566302,22.19378237,4.37129931,94.56980478,0.543019522,0,58.3994454,WLTC,High Efficiency
240,38.11218892,-0.050997358,66.85701754,33.99901711,32.85800043,3.144117526,94.53694678,0.546305322,7.754396297,74.61141384,WLTC,High Efficiency
241,48.27895338,-0.421216315,43.53757676,19.84919787,23.68837889,4.772875898,94.51325841,0.548674159,1.491747145,45.0293239,Highway,Low Efficiency
242,57.57480918,0.37543639,45.21445733,22.58891764,22.62553969,3.928080782,94.49063287,0.550936713,0,45.21445733,Urban,High Efficiency
243,62.98632791,0.327215514,55.1566063,31.38949282,23.76711349,2.992487262,94.46686575,0.553313425,0,55.1566063,WLTC,High Efficiency
244,31.99555389,0.486028483,66.21873748,40.91929137,25.2994461,5.208752693,94.44156631,0.555843369,0,66.21873748,Urban,Low Efficiency
245,44.98248146,-0.006652318,44.80165854,24.3975167,20.40414185,3.934576944,94.42116216,0.557883784,6.165466891,50.96712543,WLTC,High Efficiency
246,42.87582033,-0.299911012,36.67550219,20.45313894,16.22236325,4.06292875,94.4049398,0.55950602,2.758501251,39.43400344,HWFET,High Efficiency
247,40.20006151,-0.779393498,56.31418606,24.87306261,31.44112345,5.230141071,94.37349868,0.562650132,4.456749787,60.77093585,HWFET,Low Efficiency
248,76.4818136,0.409686634,57.99068073,39.10933711,18.88134362,2.700238107,94.35461733,0.564538267,0,57.99068073,Highway,High Efficiency
249,56.07472566,0.211944741,50.0613145,33.97247205,16.08884245,2.387645525,94.33852849,0.566147151,0,50.0613145,HWFET,High Efficiency
250,31.08674068,-0.482891316,44.4186674,26.87453649,17.54413092,6.006308292,94.32098436,0.567901564,5.169704674,49.58837208,Highway,Low Efficiency
251,63.76792921,-0.269286837,59.94378731,24.29458295,35.64920436,2.103749599,94.28533516,0.571466484,3.469911343,63.41369865,HWFET,High Efficiency
252,81.83234296,-0.233379406,55.28036005,31.01904083,24.26131922,3.534983457,94.26107384,0.573892616,5.428824323,60.70918437,Urban,High Efficiency
253,65.48697891,-0.741492216,42.31564483,24.9139999,17.40164494,2.300240697,94.24367219,0.575632781,9.465073225,51.78071806,WLTC,High Efficiency
254,27.20945051,-0.408841198,50.49094731,35.26268912,15.2282582,4.2707953,94.22844393,0.577155607,1.433703117,51.92465043,WLTC,High Efficiency
255,42.73648891,-0.566915178,36.48292468,25.49500058,10.9879241,5.642088121,94.21745601,0.578254399,0.019620183,36.50254486,Highway,Low Efficiency
256,69.00366724,-0.206239506,56.85890456,37.37241244,19.48649212,5.168506923,94.19796952,0.580203048,0.768782133,57.6276867,HWFET,Low Efficiency
257,39.38495802,-0.369348749,47.37766431,19.85831472,27.51934959,8.587810084,94.17045017,0.582954983,4.627082961,52.00474727,Urban,Low Efficiency
258,56.65729142,-0.81350246,45.64289168,31.31024398,14.33264769,6.630373427,94.15611752,0.584388248,7.069320298,52.71221197,Urban,Low Efficiency
259,61.6195108,1.011295115,49.67125515,28.997998,20.67325715,3.603263225,94.13544426,0.586455574,0,49.67125515,HWFET,High Efficiency
260,36.09604293,0.626270366,50.40307699,32.27137806,18.13169893,3.204417493,94.11731256,0.588268744,0,50.40307699,WLTC,High Efficiency
261,49.10711966,-0.389509711,58.94930062,30.78084036,28.16846026,9.060031911,94.0891441,0.59108559,3.539631311,62.48893193,HWFET,Low Efficiency
262,1.380989899,0.136210698,55.91090531,27.72626499,28.18464033,6.593858009,94.06095946,0.593904054,0,55.91090531,WLTC,Low Efficiency
263,34.63418538,0.208732545,48.43590721,26.10565802,22.33024919,5.884054411,94.03862921,0.596137079,0,48.43590721,HWFET,Low Efficiency
264,46.21147773,0.595542927,57.6366815,25.59428046,32.04240104,5.112277718,94.00658681,0.599341319,0,57.6366815,WLTC,Low Efficiency
265,31.28325227,-0.409302513,54.00737254,27.38821021,26.61916233,5.410282351,93.97996765,0.602003235,1.677539559,55.6849121,Highway,Low Efficiency
266,74.48616956,0.546053392,45.73400364,30.06028601,15.67371763,2.776890087,93.96429393,0.603570607,0,45.73400364,Urban,High Efficiency
267,28.54787933,-0.273952652,48.75281842,20.05618532,28.6966331,5.235558755,93.9355973,0.60644027,5.752532401,54.50535082,HWFET,Low Efficiency
268,43.3993327,-0.667931202,48.51777111,21.60318841,26.9145827,5.106847096,93.90868272,0.609131728,2.691563776,51.20933489,WLTC,Low Efficiency
269,51.96110866,0.36206828,55.05261343,24.08743684,30.96517659,3.643791735,93.87771754,0.612228246,0,55.05261343,WLTC,High Efficiency
270,71.61909934,0.645379212,46.32977385,24.13422916,22.19554469,4.19221032,93.855522,0.6144478,0,46.32977385,WLTC,High Efficiency
271,28.46206773,1.293954487,46.09590814,32.22546823,13.8704399,7.27276459,93.84165156,0.615834844,0,46.09590814,Highway,Low Efficiency
272,67.44745628,-0.599862633,69.68757309,31.49929727,38.18827583,4.81223762,93.80346328,0.619653672,1.995226409,71.6827995,WLTC,Low Efficiency
273,50.15349592,0.349459843,59.39735482,26.35132729,33.04602752,8.106756954,93.77041725,0.622958275,0,59.39735482,Urban,Low Efficiency
274,35.27737023,-0.204900622,42.39399336,28.5954573,13.79853605,2.388980845,93.75661872,0.624338128,6.384397218,48.77839057,Highway,High Efficiency
275,56.93155211,0.391679355,55.70940994,37.02531813,18.68409181,4.216804721,93.73793462,0.626206538,0,55.70940994,WLTC,High Efficiency
276,52.98589543,-0.735244776,51.18350066,20.96845276,30.21504789,2.679082173,93.70771958,0.629228042,9.314039484,60.49754014,Urban,High Efficiency
277,40.99674684,-0.631384888,53.91551175,33.72478816,20.19072359,3.185866319,93.68752885,0.631247115,6.425720124,60.34123188,WLTC,High Efficiency
278,51.04703127,-0.387937412,51.37341325,30.6514184,20.72199484,3.757691442,93.66680686,0.633319314,8.77431949,60.14773274,Urban,High Efficiency
279,44.22029605,0.039482023,61.89642645,39.01469435,22.8817321,5.47296444,93.64392513,0.635607487,0,61.89642645,Urban,Low Efficiency
280,51.70276018,-0.320540633,53.45620345,29.31274853,24.14345492,5.400239257,93.61978167,0.638021833,8.289539343,61.74574279,WLTC,Low Efficiency
281,59.93196012,0.329527172,49.37911302,34.43767315,14.94143987,3.981064521,93.60484023,0.639515977,0,49.37911302,Urban,High Efficiency
282,73.79025224,0.513447309,60.42190577,24.96355844,35.45834733,1.658300664,93.56938188,0.643061812,0,60.42190577,HWFET,High Efficiency
283,31.43276752,0.299788771,52.33285041,24.61274012,27.72011029,7.21653931,93.54166177,0.645833823,0,52.33285041,WLTC,Low Efficiency
284,81.99550062,0.80939382,51.21478579,26.57861965,24.63616614,4.571352926,93.51702561,0.648297439,0,51.21478579,HWFET,Low Efficiency
285,20.71868301,0.207913315,53.14022602,28.42648085,24.71374517,3.325564745,93.49231186,0.650768814,0,53.14022602,Urban,High Efficiency
286,47.72322357,-0.608448355,49.06390977,33.18733004,15.87657973,5.412396172,93.47643528,0.652356472,4.585152059,53.64906183,Highway,Low Efficiency
287,58.8247581,0.681688257,50.09226993,28.4524749,21.63979503,5.306667756,93.45479549,0.654520451,0,50.09226993,Highway,Low Efficiency
288,54.21487802,-0.302578118,44.13305411,18.25048745,25.88256667,4.515985303,93.42891292,0.657108708,5.395946537,49.52900065,Urban,Low Efficiency
289,40.6595072,0.45520925,42.4883278,22.19415571,20.2941721,5.222796523,93.40861875,0.659138125,0,42.4883278,HWFET,Low Efficiency
290,46.87816624,0.786867108,40.01429614,21.00538966,19.00890647,3.267455239,93.38960984,0.661039016,0,40.01429614,WLTC,High Efficiency
291,42.60498598,0.228344005,36.08016713,24.88258918,11.19757795,6.139869265,93.37841226,0.662158774,0,36.08016713,Highway,Low Efficiency
292,41.15952865,-0.748079407,41.20282639,23.88771467,17.31511172,3.504699358,93.36109715,0.663890285,7.374534716,48.5773611,HWFET,High Efficiency
293,62.74403146,-0.459106083,48.25732966,28.50537885,19.75195081,4.091645517,93.3413452,0.66586548,7.8282702,56.08559985,Highway,High Efficiency
294,55.35523229,0.661372233,51.03117582,31.33191258,19.69926324,5.973202724,93.32164594,0.667835406,0,51.03117582,Highway,Low Efficiency
295,39.60635607,-0.084561343,47.28703437,29.83867642,17.44835795,6.805938448,93.30419758,0.669580242,4.189709504,51.47674387,Urban,Low Efficiency
296,63.49399813,0.039786767,26.4429651,15.61497603,10.82798907,7.378661852,93.29336959,0.670663041,0,26.4429651,WLTC,Low Efficiency
297,54.60949281,0.379412208,65.74586358,30.97670967,34.76915391,6.583697358,93.25860044,0.674139956,0,65.74586358,HWFET,Low Efficiency
298,62.19293178,0.348161431,60.86480123,40.30550974,20.55929148,4.513891724,93.23804115,0.676195885,0,60.86480123,HWFET,Low Efficiency
299,59.44443263,0.139399906,54.45759851,33.74388525,20.71371326,2.688450396,93.21732743,0.678267257,0,54.45759851,WLTC,High Efficiency
300,37.56507484,-0.104334186,69.07490673,43.00335306,26.07155367,7.107583378,93.19125588,0.680874412,3.001807376,72.0767141,HWFET,Low Efficiency
301,41.5972844,-0.156334223,40.22635883,28.11689822,12.1094606,7.056043983,93.17914642,0.682085358,4.325745219,44.55210404,Highway,Low Efficiency
302,61.20940408,0.428949413,68.87625121,44.13300625,24.74324496,3.99203577,93.15440317,0.684559683,0,68.87625121,WLTC,High Efficiency
303,59.15555398,0.276784766,40.34785923,26.17548892,14.17237031,6.381783557,93.1402308,0.68597692,0,40.34785923,Highway,Low Efficiency
304,49.68647609,-0.12865,52.38737925,35.90744417,16.47993508,4.501733309,93.12375087,0.687624913,5.915217679,58.30259693,Highway,Low Efficiency
305,51.75991075,0.541056156,37.26162675,16.59410031,20.66752644,7.251915325,93.10308334,0.689691666,0,37.26162675,Highway,Low Efficiency
306,69.16497344,-0.064517058,50.14694096,27.54662799,22.60031297,4.227703006,93.08048303,0.691951697,7.60882434,57.7557653,WLTC,High Efficiency
307,41.12642917,-0.425831087,53.86166498,30.92575795,22.93590703,7.967976931,93.05754712,0.694245288,7.159380249,61.02104523,HWFET,Low Efficiency
308,58.20646072,-0.379485349,48.45309669,24.1675673,24.28552939,6.179180821,93.03326159,0.696673841,7.264514435,55.71761112,Highway,Low Efficiency
309,46.96711021,-0.489370418,57.13877444,37.24425328,19.89452117,7.696317267,93.01336707,0.698663293,0.590126657,57.7289011,WLTC,Low Efficiency
310,46.73478195,-0.136205008,50.99014449,32.0588238,18.93132069,4.304304096,92.99443575,0.700556425,5.341366191,56.33151069,WLTC,High Efficiency
311,66.48165278,0.616862139,44.77585272,27.5937874,17.18206532,5.607544407,92.97725369,0.702274631,0,44.77585272,Urban,Low Efficiency
312,62.38124523,-0.402547591,44.33186682,30.99439558,13.33747124,3.546081202,92.96391621,0.703608379,0.94065049,45.27251731,Urban,High Efficiency
313,62.20264454,0.094237881,58.10913773,27.76538348,30.34375425,6.265983878,92.93357246,0.706642754,0,58.10913773,Urban,Low Efficiency
314,69.58218211,-0.328344673,43.4625797,26.97449271,16.488087,6.348562299,92.91708437,0.708291563,8.145618316,51.60819802,HWFET,Low Efficiency
315,50.31505762,-0.130154521,59.1540297,33.44695089,25.70707882,8.595535877,92.89137729,0.710862271,7.122943876,66.27697358,HWFET,Low Efficiency
316,60.22929457,-0.755020606,62.22711793,30.7337716,31.49334633,5.723059696,92.85988395,0.714011605,4.122064169,66.3491821,HWFET,Low Efficiency
317,45.34599865,-0.110269115,33.31286138,14.930027,18.38283438,6.086141304,92.84150111,0.715849889,9.403964326,42.7168257,HWFET,Low Efficiency
